## Date:  August 8, 1998
##
## The Carnegie Mellon Pronouncing Dictionary [cmudict.0.6] is Copyright 1998
## by Carnegie Mellon University. Use of this dictionary, for any research or
## commercial purpose, is completely unrestricted.  If you make use of or
## redistribute this material, we would appreciate acknowlegement of its
## origin.
##
## cmudict.0.6 is the fifth release of cmudict, first released as cmudict.0.1
## in September of 1993.  There was no generally available public release 
## of version 0.5.
##
## See the README in this directory before you use this dictionary.
##
## Thanks to Bill Huggins at BBN; Bill Fisher at NIST; Alex Hauptman,
## Alex Rudnicky, Jack Mostow, Roni Rosenfeld, Richard Stern,
## Matthew Siegler, Kevin Lenzo, Maxine Eskenazi, Mosur Ravishankar,
## Eric Thayer, Kristie Seymore, and Raj Reddy at CMU; Lin Chase at
## LIMSI; Doug Paul at MIT Lincoln Labs; Ben Serridge at MIT SLS; Murray 
## Spiegel at Bellcore; Tony Robinson at Cambridge UK; David Bowness of 
## CAE Electronics Ltd. and CRIM; Stephen Hocking; Jerry Quinn at BNR 
## Canada, and Marshal Midden for bringing to our attention problems and 
## inadequacies with the first releases. Most special thanks to Bob Weide 
## for all his work on prior versions of the dictionary.
##
## We welcome input from users and will continue to acknowledge such input
## in subsequent releases. If I failed to acknowledge your input in this
## release, please remind me and I will update these comments. If I failed to
## fix things that you brought to my attention, please remind me and have
## patience. If I actually fixed things that you brought to my attention and
## you appreciate it, I wouldn't mind a pat on the back.
##
## This version differs from previous releases of cmudict most significantly
## in the addition of new words from the common ARPA tasks for 1996 and 1997.
##
## There are undoubtedly still errors and inconsistencies in this dictionary
## so keep your eyes open for problems and mail them to me.
##
## We hope this dictionary is an improvement over cmudict.0.4.
## 
## email: cmudict@cs.cmu.edu
## web:   http://www.speech.cs.cmu.edu/cgi-bin/cmudict
## ftp:   ftp://ftp.cs.cmu.edu/project/speech/dict/
##
## Thank you for your continued interest in the CMU Pronouncing 
## Dictionary.  Further addictions and improvements are planned
## for forthcoming releases.
##
!exclamation-point  ɛk - sklə - ˈmeɪ - ʃən - pɔɪnt
"close-quote  ˈkloʊz - ˈkwoʊt
account's  ə - ˈkaʊnts
accountability  ə - ˈkaʊn - tə - bɪ - lɪ - ti
accountability(2)  ə - ˈkaʊ - nə - bɪ - lɪ - ti
accountable  ə - ˈkaʊn - tə - bəl
accountable(2)  ə - ˈkaʊ - nə - bəl
accountancy  ə - ˈkaʊn - tən - si
accountant  ə - ˈkaʊn - tənt
accountant's  ə - ˈkaʊn - tənts
accountants  ə - ˈkaʊn - tənts
accountants'  ə - ˈkaʊn - tənts
accounted  ə - ˈkaʊn - təd
accounted(2)  ə - ˈkaʊ - nəd
accountemp  ə - ˈkaʊn - tɛmp
accountemps  ə - ˈkaʊn - tɛmps
accounting  ə - ˈkaʊn - tɪŋ
accounting(2)  ə - ˈkaʊ - nɪŋ
accounts  ə - ˈkaʊnts
accouterment  ə - ˈku - tɚ - mənt
accouterments  ə - ˈku - tɚ - mənts
accredit  ə - krɛ - dət
accreditation  ə - krɛ - də - ˈteɪ - ʃən
accreditations  ə - krɛ - də - ˈdeɪ - ʃənz
accredited  ə - ˈkrɛ - dɪ - tɪd
accrediting  ə - ˈkrɛ - də - tɪŋ
accretion  ə - ˈkri - ʃən
accrual  ə - ˈkru - əl
accruals  ə - ˈkru - əlz
accrue  ə - ˈkru
accrued  ə - ˈkrud
accrues  ə - ˈkruz
accruing  ə - ˈkru - ɪŋ
accumulate  ə - ˈkyu - myə - leɪt
accumulated  ə - ˈkyu - myə - leɪ - tɪd
accumulates  ə - ˈkyu - myə - leɪts
accumulating  ə - ˈkyu - myə - leɪ - tɪŋ
accumulation  ə - kyu - myə - ˈleɪ - ʃən
accumulations  ə - kyu - myə - ˈleɪ - ʃənz
accumulative  ə - ˈkyu - myə - leɪ - tɪv
accumulatively  ə - ˈkyu - myə - leɪ - tɪv - li
accumulatively(2)  ə - ˈkyu - myə - lə - tɪv - li
accumulator  ə - ˈkyu - myə - leɪ - tɚ
accumulators  ə - ˈkyu - myə - leɪ - tɚz
accuracies  ˈæ - kyɚ - ə - siz
accuracy  ˈæ - kyɚ - ə - si
accurate  ˈæ - kyɚ - ət
accurately  ˈæ - kyɚ - ət - li
accuray  ˈæ - kyɚ - eɪ
accuray's  ˈæ - kyɚ - eɪz
accuride  ˈæ - kyɚ - aɪd
accurso  ɑ - ˈkʊr - soʊ
accusation  æ - kyə - ˈzeɪ - ʃən
accusation(2)  æ - kyu - ˈzeɪ - ʃən
accusations  æ - kyə - ˈzeɪ - ʃənz
accusations(2)  æ - kyu - ˈzeɪ - ʃənz
accusative  ə - ˈkyu - zə - tɪv
accusatory  ə - ˈkyu - zə - tɔ - ri
accuse  ə - ˈkyuz
accused  ə - ˈkyuzd
accuser  ə - ˈkyu - zɚ
accusers  ə - ˈkyu - zɚz
accuses  ə - ˈkyu - zɪz
accusing  ə - ˈkyu - zɪŋ
accusingly  ə - ˈkyu - zɪŋ - li
accustom  ə - ˈkʌ - stəm
accustomed  ə - ˈkʌ - stəmd
accutane  ˈæ - kyu - teɪn
ace  ˈeɪs
aced  ˈeɪst
acer  ˈeɪ - sɚ
acerbic  ə - ˈsɛr - bɪk
acero  ə - ˈsɛ - roʊ
acerra  ə - ˈsɛ - rə
aces  ˈeɪ - sɪz
acetaminophen  ə - si - tə - ˈmɪ - nə - fən
acetate  ˈæ - sə - teɪt
acetic  ə - ˈsɛ - tɪk
acetic(2)  ə - ˈsi - tɪk
aceto  ɑ - ˈsɛ - toʊ
acetone  ˈæ - sə - toʊn
acetylcholine  ə - sɛ - təl - ˈkoʊ - lin
acetylcholine(2)  ə - si - təl - ˈkoʊ - lin
acetylene  ə - ˈsɛ - tə - lin
acevedo  æ - sə - ˈveɪ - doʊ
aceves  ɑ - ˈseɪ - vɛs
acey  ˈeɪ - si
achatz  ˈæ - kəts
ache  ˈeɪk
achebe  ɑ - ˈtʃeɪ - bi
achee  ə - ˈtʃi
achenbach  ˈæ - kɪn - bɑk
achenbaum  ˈæ - kən - baʊm
aches  ˈeɪks
acheson  ˈæ - tʃə - sən
achey  ˈæ - tʃi
achievable  ə - ˈtʃi - və - bəl
achieve  ə - ˈtʃiv
achieved  ə - ˈtʃivd
achievement  ə - ˈtʃiv - mənt
achievements  ə - ˈtʃiv - mənts
achiever  ə - ˈtʃi - vɚ
achievers  ə - ˈtʃi - vɚz
achieves  ə - ˈtʃivz
achieving  ə - ˈtʃi - vɪŋ
achille  ə - ˈkɪ - li
achilles  ə - ˈkɪ - liz
achilles'  ə - ˈkɪ - liz
aching  ˈeɪ - kɪŋ
achmed  ˈɑh - mɛd
achoa  ə - ˈtʃoʊ - ə
achoa's  ə - ˈtʃoʊ - əz
achor  ˈeɪ - kɚ
achord  ˈæ - kɔrd
achorn  ˈæ - kɚn
achtenberg  ˈæk - tɛn - bɚg
achterberg  ˈæk - tɚ - bɚg
achy  ˈeɪ - ki
acid  ˈæ - səd
acidic  ə - ˈsɪ - dɪk
acidification  ə - sɪ - də - fə - ˈkeɪ - ʃən
acidified  ə - ˈsɪ - də - faɪd
acidifies  ə - ˈsɪ - də - faɪz
acidify  ə - ˈsɪ - də - faɪ
acidity  ə - ˈsɪ - də - ti
acidly  ˈæ - səd - li
acidosis  æ - sə - ˈdoʊ - səs
acids  ˈæ - sədz
aciduria  æ - sə - ˈdʊ - ri - ə
acierno  ɑ - ˈsɪr - noʊ
ack  ˈæk
acker  ˈæ - kɚ
acker's  ˈæ - kɚz
ackerley  ˈæ - kɚ - li
ackerly  ˈæ - kɚ - li
ackerman  ˈæ - kɚ - mən
ackermann  ˈæ - kɚ - mən
ackerson  ˈæ - kɚ - sən
ackert  ˈæ - kɚt
ackhouse  ˈæk - haʊs
ackland  ˈæk - lənd
ackles  ˈæ - kəlz
ackley  ˈæk - li
acklin  ˈæ - klɪn
ackman  ˈæk - mən
acknowledge  æk - ˈnɑ - lɪdʒ
acknowledge(2)  ɪk - ˈnɑ - lɪdʒ
acknowledgeable  æk - ˈnɑ - lɪ - dʒə - bəl
acknowledgeable(2)  ɪk - ˈnɑ - lɪ - dʒə - bəl
acknowledged  æk - ˈnɑ - lɪdʒd
acknowledged(2)  ɪk - ˈnɑ - lɪdʒd
acknowledgement  æk - ˈnɑ - lɪdʒ - mənt
acknowledgement(2)  ɪk - ˈnɑ - lɪdʒ - mənt
acknowledges  æk - ˈnɑ - lɪ - dʒɪz
acknowledges(2)  ɪk - ˈnɑ - lɪ - dʒɪz
acknowledging  æk - ˈnɑ - lɪ - dʒɪŋ
acknowledging(2)  ɪk - ˈnɑ - lɪ - dʒɪŋ
acknowledgment  æk - ˈnɑ - lɪdʒ - mənt
acknowledgment(2)  ɪk - ˈnɑ - lɪdʒ - mənt
ackroyd  ˈæ - krɔɪd
ackroyd's  ˈæ - krɔɪdz
acmat  ˈæk - mæt
acmat's  ˈæk - mæts
acme  ˈæk - mi
acme's  ˈæk - miz
acne  ˈæk - ni
acocella  ɑ - koʊ - ˈtʃɛ - lə
acoff  ˈæ - kɔf
acog  ə - ˈkɔg
acolyte  ˈæ - kə - laɪt
acolytes  ˈæ - kə - laɪts
acord  ə - ˈkɔrd
acorn  ˈeɪ - kɔrn
acorns  ˈeɪ - kɔrnz
acosta  ə - ˈkɔ - stə
acoustic  ə - ˈku - stɪk
acoustical  ə - ˈku - stɪ - kəl
acoustically  ə - ˈku - stɪk - li
acoustics  ə - ˈku - stɪks
acquaint  ə - ˈkweɪnt
acquaintance  ə - ˈkweɪn - təns
acquaintances  ə - ˈkweɪn - tən - sɪz
acquaintanceship  ə - ˈkweɪn - təns - ʃɪp
acquainted  ə - ˈkweɪn - tɪd
acquainted(2)  ə - ˈkweɪ - nɪd
acquaviva  ɑ - kwɑ - ˈvi - və
acquiesce  æ - kwi - ˈɛs
acquiesced  æ - kwi - ˈɛst
acquiescence  æ - kwi - ˈɛ - səns
acquiescing  æ - kwi - ˈɛ - sɪŋ
acquire  ə - ˈkwaɪ - ɚ
acquired  ə - ˈkwaɪ - ɚd
acquirer  ə - ˈkwaɪ - ɚ - ɚ
acquirers  ə - ˈkwaɪ - ɚ - ɚz
acquires  ə - ˈkwaɪ - ɚz
acquiring  ə - ˈkwaɪ - rɪŋ
acquiring(2)  ə - ˈkwaɪ - ɚ - ɪŋ
acquisition  æ - kwə - ˈzɪ - ʃən
acquisition's  æ - kwə - ˈzɪ - ʃənz
acquisitions  æ - kwə - ˈzɪ - ʃənz
acquisitive  ə - ˈkwɪ - zə - tɪv
acquit  ə - ˈkwɪt
acquitaine  ˈæ - kwɪ - teɪn
acquits  ə - ˈkwɪts
acquittal  ə - ˈkwɪ - təl
acquittals  ə - ˈkwɪ - təlz
acquitted  ə - ˈkwɪ - təd
acquitted(2)  ə - ˈkwɪ - tɪd
acquitting  ə - ˈkwɪ - tɪŋ
acre  ˈeɪ - kɚ
acreage  ˈeɪ - kɚ - ɪdʒ
acreage(2)  ˈeɪ - krədʒ
acree  ə - ˈkri
acres  ˈeɪ - kɚz
acrey  ˈæ - kri
acri  ˈɑ - kri
acrid  ˈæ - krɪd
acrimonious  æ - krə - ˈmoʊ - ni - əs
acrimony  ˈæ - krɪ - moʊ - ni
acrobat  ˈæ - krə - bæt
acrobatic  æ - krə - ˈbæ - tɪk
acrobatics  æ - krə - ˈbæ - tɪks
acrobats  ˈæ - krə - bæts
acronym  ˈæ - krə - nɪm
acronyms  ˈæ - krə - nɪmz
acropolis  ə - ˈkrɑ - pə - ləs
across  ə - ˈkrɔs
acrylic  ə - ˈkrɪ - lɪk
acrylics  ə - ˈkrɪ - lɪks
act  ˈækt
act's  ˈækts
actava  æk - ˈtɑ - və
acted  ˈæk - təd
acted(2)  ˈæk - tɪd
actigall  ˈæk - tɪ - gɔl
actin  ˈæk - tən
acting  ˈæk - tɪŋ
actinide  ˈæk - tɪ - naɪd
actinidia  æk - tɪ - ˈnɪ - di - ə
action  ˈæk - ʃən
action's  ˈæk - ʃənz
actionable  ˈæk - ʃən - ə - bəl
actions  ˈæk - ʃənz
activase  ˈæk - tɪ - veɪz
activate  ˈæk - tə - veɪt
activated  ˈæk - tə - veɪ - təd
activated(2)  ˈæk - tɪ - veɪ - tɪd
activates  ˈæk - tə - veɪts
activating  ˈæk - tə - veɪ - tɪŋ
activation  æk - tə - ˈveɪ - ʃən
activator  ˈæk - tə - veɪ - tɚ
active  ˈæk - tɪv
actively  ˈæk - tɪv - li
actives  ˈæk - tɪvz
activision  ˈæk - tɪ - vɪ - ʒən
activism  ˈæk - tɪ - vɪ - zəm
activist  ˈæk - tə - vəst
activist(2)  ˈæk - tɪ - vɪst
activists  ˈæk - tə - vəsts
activists'  ˈæk - tɪ - vɪsts
activists'(2)  ˈæk - tɪ - vɪs
activists(2)  ˈæk - tɪ - vɪsts
activists(3)  ˈæk - tə - vəss
activists(4)  ˈæk - tɪ - vɪss
activists(5)  ˈæk - tə - vəs
activists(6)  ˈæk - tɪ - vɪs
activities  æk - ˈtɪ - və - tiz
activities(2)  æk - ˈtɪ - vɪ - tiz
activity  æk - ˈtɪ - və - ti
activity(2)  æk - ˈtɪ - vɪ - ti
actmedia  ækt - ˈmi - di - ə
actodine  ˈæk - toʊ - daɪn
acton  ˈæk - tən
actor  ˈæk - tɚ
actor's  ˈæk - tɚz
actors  ˈæk - tɚz
actors'  ˈæk - tɚz
actress  ˈæk - trəs
actress's  ˈæk - trə - sɪz
actresses  ˈæk - trə - sɪz
acts  ˈækts
acts(2)  ˈæks
actual  ˈæk - tʃə - wəl
actual(2)  ˈæk - ʃəl
actuality  æk - tʃəw - ˈæ - lə - ti
actualize  ˈæk - tʃəw - ə - laɪz
actually  ˈæk - tʃəw - ə - li
actually(2)  ˈækʃ - li
actually(3)  ˈæktʃ - li
actually(4)  ˈæk - ʃə - li
actuarial  æk - tʃəw - ˈɛ - ri - əl
actuaries  ˈæk - tʃəw - ɛ - riz
actuary  ˈæk - tʃəw - ɛ - ri
actuate  ˈæk - tʃuw - eɪt
actuator  ˈæk - tyu - eɪ - tɚ
actuator(2)  ˈæk - tʃu - eɪ - tɚ
actuators  ˈæk - tyu - eɪ - tɚz
actuators(2)  ˈæk - tʃu - eɪ - tɚz
actus  ˈæk - təs
acuff  ə - ˈkʌf
acuity  ə - ˈkyu - ə - ti
acumen  ə - ˈkyu - mən
acuna  ɑ - ˈku - nə
acupuncture  ˈæ - kyu - pʌŋk - tʃɚ
acura  ˈæ - kyɚ - ə
acura's  ˈæ - kyɚ - əz
acuras  ˈæ - kyɚ - əz
acuson  æ - ˈkyu - sən
acustar  ˈæ - kyu - stɑr
acusyst  ˈæ - kyu - sɪst
acute  ə - ˈkyut
acutely  ə - ˈkyut - li
acuteness  ə - ˈkyut - nəs
acyclovir  ə - ˈsɪ - kloʊ - vɪr
ad  ˈæd
ad's  ˈædz
ad-hoc  ˈæd - ˈhɑk
ad-lib  ˈæd - ˈlɪb
ada  ˈeɪ - də
adabel  ˈæ - də - bɛl
adabelle  ˈæ - də - bəl
adachi  ɑ - ˈdɑ - ki
adage  ˈæ - dədʒ
adage(2)  ˈæ - dɪdʒ
adagio  ə - ˈdɑ - ʒi - oʊ
adah  ˈæ - dɑ
adair  ə - ˈdɛr
adaire  ɑ - ˈdɛr
adak  ə - ˈdæk
adalah  ɑ - ˈdɑ - lə
adalia  ɑ - ˈdɑ - li - ə
adam  ˈæ - dəm
adam's  ˈæ - dəmz
adamant  ˈæ - də - mənt
adamantly  ˈæ - də - mənt - li
adamcik  ˈɑ - dəm - tʃɪk
adamczak  ˈɑ - dəm - tʃæk
adamczyk  ˈɑ - dəm - tʃɪk
adame  ɑ - ˈdɑ - mi
adamec  ə - ˈdɑ - mɪk
adamek  ə - ˈdɑ - mɛk
adames  ə - ˈdeɪmz
adami  ɑ - ˈdɑ - mi
adamik  ə - ˈdɑ - mɪk
adamina  ɑ - dɑ - ˈmi - nə
adamkus  ˈæ - dəm - kəs
adamo  ɑ - ˈdɑ - moʊ
adamowicz  ə - ˈdɑ - mə - vɪtʃ
adams  ˈæ - dəmz
adams'  ˈæ - dəmz
adams's  ˈæ - dəm - zɪz
adamski  ə - ˈdæms - ki
adamson  ˈæ - dəm - sən
adamstown  ˈæ - dəm - staʊn
adan  ˈeɪ - dən
adapso  ə - ˈdæp - soʊ
adapt  ə - ˈdæpt
adaptability  ə - dæp - tə - ˈbɪ - lə - ti
adaptable  ə - ˈdæp - tə - bəl
adaptaplex  ə - ˈdæp - tə - plɛks
adaptation  æ - dəp - ˈteɪ - ʃən
adaptations  æ - dæp - ˈteɪ - ʃənz
adaptations(2)  æ - dəp - ˈteɪ - ʃənz
adaptec  ə - ˈdæp - tɛk
adapted  ə - ˈdæp - təd
adapted(2)  ə - ˈdæp - tɪd
adapter  ə - ˈdæp - tɚ
adapters  ə - ˈdæp - tɚz
adapting  ə - ˈdæp - tɪŋ
adaptive  ə - ˈdæp - tɪv
adaptor  ə - ˈdæp - tɚ
adapts  ə - ˈdæpts
adar  ə - ˈdɑr
adarand  ˈæ - də - rænd
aday  ə - ˈdeɪ
adaza  ə - ˈdɑ - zə
adcock  əd - ˈkɑk
adcox  əd - ˈkɑks
add  ˈæd
addair  ə - ˈdɛr
addams  ˈæ - dəmz
added  ˈæ - dəd
added(2)  ˈæ - dɪd
addendum  ə - ˈdɛ - dəm
addendums  ə - ˈdɛ - dəmz
addeo  ˈɑ - di - oʊ
adder  ˈæ - dɚ
adderley  ə - ˈdɝ - li
addicks  ˈæ - dɪks
addict  ə - ˈdɪkt
addict(2)  ˈæ - dɪkt
addicted  ə - ˈdɪk - təd
addicted(2)  ə - ˈdɪk - tɪd
addicting  ə - ˈdɪk - tɪŋ
addiction  ə - ˈdɪk - ʃən
addictions  ə - ˈdɪk - ʃənz
addictive  ə - ˈdɪk - tɪv
addicts  ə - ˈdɪkts
addicts(2)  ˈæ - dɪkts
addidas  ə - ˈdi - dəs
addidas'  ə - ˈdi - dəs
addidas's  ə - ˈdi - də - sɪz
addidases  ə - ˈdi - də - sɪz
addie  ˈæ - di
adding  ˈæ - dɪŋ
addington  ˈæ - dɪŋ - tən
addis  ˈɑ - dɪs
addis-ababa  ˈɑ - dɪs - ə - ˈbɑ - bə
addis-ababa(2)  ˈɑ - di - sə - ˈbɑ - bə
addison  ˈæ - də - sən
addison's  ˈæ - dɪ - sənz
addison(2)  ˈæ - dɪ - sən
addition  ə - ˈdɪ - ʃən
additional  ə - ˈdɪ - ʃə - nəl
additional(2)  ə - ˈdɪʃ - nəl
additionally  ə - ˈdɪ - ʃən - ə - li
additionally(2)  ə - ˈdɪʃ - nə - li
additions  ə - ˈdɪ - ʃənz
additive  ˈæ - də - tɪv
additive(2)  ˈæ - dɪ - tɪv
additives  ˈæ - də - tɪvz
additives(2)  ˈæ - dɪ - tɪvz
addle  ˈæ - dəl
addled  ˈæ - dəld
addleman  ˈæ - dəl - mən
address  ˈæ - drɛs
address(2)  ə - ˈdrɛs
addressable  ə - ˈdrɛ - sə - bəl
addressed  ə - ˈdrɛst
addressee  æ - drɛ - ˈsi
addresses  ˈæ - ˈdrɛ - sɪz
addresses(2)  ə - ˈdrɛ - sɪz
addressing  ə - ˈdrɛ - sɪŋ
adds  ˈædz
adduci  ɑ - ˈdu - tʃi
addwest  æd - ˈwɛst
addy  ˈæ - di
ade  ˈeɪd
adee  ə - ˈdi
adel  ə - ˈdɛl
adela  ə - ˈdɛ - lə
adelaar  ˈæ - də - lɑr
adelaide  ˈæ - də - leɪd
adelbert  ə - ˈdɛl - bɚt
adele  ə - ˈdɛl
adele's  ə - ˈdɛlz
adeline  ˈæ - də - laɪn
adelizzi  æ - də - ˈli - zi
adell  ə - ˈdɛl
adell's  ə - ˈdɛlz
adelle  ə - ˈdɛl
adelman  ˈæ - dəl - mən
adelman(2)  ˈɛ - dəl - mən
adelmann  ˈæ - dəl - mən
adelpha  ə - ˈdɛl - fə
adelphia  ə - ˈdɛl - fi - ə
adelphia's  ə - ˈdɛl - fi - əz
adelsberger  ˈæ - dɪlz - bɚ - gɚ
adelson  ˈæ - dəl - sən
adelstein  ˈæ - dəl - staɪn
adelstein(2)  ˈæ - dəl - stin
aden  ˈeɪ - dən
adena  ˈæ - dɪ - nə
adenauer  ˈeɪ - də - naʊr
adenauer(2)  ˈæ - də - naʊr
adenine  ˈæ - də - nin
adenoid  ˈæ - də - nɔɪd
adenoids  ˈæ - də - nɔɪdz
adept  ə - ˈdɛpt
adequacy  ˈæ - də - kwə - si
adequate  ˈæ - də - kwət
adequate(2)  ˈæ - də - kweɪt
adequately  ˈæ - də - kwət - li
adequately(2)  ˈæ - də - kwɪt - li
ader  ˈeɪ - dɚ
aderhold  ˈæ - dɚ - hoʊld
aderholt  ˈæ - dɚ - hoʊlt
aderman  ˈæ - dɚ - mən
ades  ˈeɪdz
adey  ˈeɪ - di
adger  ˈæ - dʒɚ
adham  ˈæd - hæm
adhere  əd - ˈhɪr
adhered  æd - ˈhɪrd
adherence  əd - ˈhɪ - rəns
adherent  əd - ˈhɪ - rənt
adherents  æd - ˈhɪ - rənts
adheres  əd - ˈhɪrz
adhering  əd - ˈhɪ - rɪŋ
adhesive  æd - ˈhi - sɪv
adhesive(2)  əd - ˈhi - sɪv
adhesives  æd - ˈhi - sɪvz
adhesives(2)  əd - ˈhi - sɪvz
adia  ˈɑ - di - ə
adid  ə - ˈdɪd
adidas  ə - ˈdi - dəs
adieu  ə - ˈdu
adin  ə - ˈdɪn
adina  ɑ - ˈdi - nə
adine  ɑ - ˈdi - ni
adinolfi  ɑ - di - ˈnoʊl - fi
adios  ɑ - di - ˈoʊs
adipose  ˈæ - də - poʊs
adirondack  æ - dɚ - ˈɑn - dæk
adjacent  ə - ˈdʒeɪ - sənt
adjani  æd - ˈdʒɑ - ni
adjective  ˈæ - dʒɪk - tɪv
adjectives  ˈæ - dʒɪk - tɪvz
adjoin  ə - ˈdʒɔɪn
adjoining  ə - ˈdʒɔɪ - nɪŋ
adjoins  ə - ˈdʒɔɪnz
adjourn  ə - ˈdʒɝn
adjourned  ə - ˈdʒɝnd
adjourning  ə - ˈdʒɝ - nɪŋ
adjournment  ə - ˈdʒɝn - mənt
adjourns  ə - ˈdʒɝnz
adjudge  ə - ˈdʒʌdʒ
adjudged  ə - ˈdʒʌdʒd
adjudicate  ə - ˈdʒu - dɪ - keɪt
adjudicated  ə - ˈdʒu - də - keɪ - tɪd
adjudicating  ə - ˈdʒu - dɪ - keɪ - tɪŋ
adjudication  ə - dʒu - də - ˈkeɪ - ʃən
adjunct  ˈæ - dʒʌŋkt
adjuncts  ˈæ - dʒʌŋkts
adjust  ə - ˈdʒʌst
adjustable  ə - ˈdʒʌ - stə - bəl
adjustables  ə - ˈdʒʌ - stə - bəlz
adjusted  ə - ˈdʒʌ - stəd
adjusted(2)  ə - ˈdʒʌ - stɪd
adjuster  ə - ˈdʒʌ - stɚ
adjusters  ə - ˈdʒʌ - stɚz
adjusting  ə - ˈdʒʌ - stɪŋ
adjustment  ə - ˈdʒʌst - mənt
adjustments  ə - ˈdʒʌst - mənts
adjusts  ə - ˈdʒʌsts
adjusts(2)  ə - ˈdʒʌss
adjusts(3)  ə - ˈdʒʌs
adjutant  ˈæ - dʒə - tənt
adkins  ˈæd - kɪnz
adkinson  ˈæd - kɪn - sən
adkison  ˈæd - kɪ - sən
adkisson  ˈæd - kɪ - sən
adl-tabataba  ɑ - dəl - tɑ - bə - ˈtɑ - bə
adl-tabatabai  ɑ - dəl - tɑ - bə - tʌ - ˈbaɪ
adlai  ɑd - ˈlɑ - i
adler  ˈæd - lɚ
adley  ˈæd - li
adlon  ˈæd - lɑn
adman  ˈæd - mən
admen  ˈæd - mən
administer  əd - ˈmɪ - nə - stɚ
administered  əd - ˈmɪ - nə - stɚd
administering  æd - ˈmɪ - nɪ - stɚ - ɪŋ
administers  æd - ˈmɪ - nɪ - stɚz
administrate  æd - ˈmɪ - nɪ - streɪt
administrating  əd - ˈmɪ - nə - streɪ - tɪŋ
administration  æd - mɪ - nɪ - ˈstreɪ - ʃən
administration's  æd - mɪ - nɪ - ˈstreɪ - ʃənz
administrations  æd - mɪ - nɪ - ˈstreɪ - ʃənz
administrative  əd - ˈmɪ - nə - streɪ - tɪv
administratively  æd - mɪ - nə - ˈstreɪ - tɪv - li
administrator  əd - ˈmɪ - nə - streɪ - tɚ
administrators  æd - ˈmɪ - nɪ - streɪ - tɚz
administrators'  æd - ˈmɪ - nə - streɪ - tɚz
admira  æd - ˈmaɪ - rə
admira's  æd - ˈmaɪ - rəz
admirable  ˈæd - mɚ - ə - bəl
admirable(2)  ˈæd - mrə - bəl
admirably  ˈæd - mɚ - ə - bli
admiral  ˈæd - mɚ - əl
admiral's  ˈæd - mɚ - əlz
admirals  ˈæd - mɚ - əlz
admiralty  ˈæd - mɚ - əl - ti
admiration  æd - mɚ - ˈeɪ - ʃən
admirations  æd - mɚ - ˈeɪ - ʃənz
admire  æd - ˈmaɪr
admired  əd - ˈmaɪ - ɚd
admirer  æd - ˈmaɪ - rɚ
admirers  əd - ˈmaɪ - rɚz
admires  æd - ˈmaɪrz
admiring  æd - ˈmaɪ - rɪŋ
admiringly  æd - ˈmaɪ - rɪŋ - li
admissibility  əd - mɪ - sə - ˈbɪ - lə - ti
admissible  əd - ˈmɪ - sə - bəl
admission  æd - ˈmɪ - ʃən
admission(2)  əd - ˈmɪ - ʃən
admissions  æd - ˈmɪ - ʃənz
admissions(2)  əd - ˈmɪ - ʃənz
admit  əd - ˈmɪt
admits  əd - ˈmɪts
admittance  əd - ˈmɪ - təns
admitted  əd - ˈmɪ - təd
admittedly  æd - ˈmɪ - tɪd - li
admitting  æd - ˈmɪ - tɪŋ
admitting(2)  əd - ˈmɪ - tɪŋ
admonish  æd - ˈmɑ - nɪʃ
admonished  əd - ˈmɑ - nɪʃt
admonishes  æd - ˈmɑ - nɪ - ʃɪz
admonishing  æd - ˈmɑ - nɪ - ʃɪŋ
admonishment  æd - ˈmɑ - nɪʃ - mɛnt
admonition  æd - mə - ˈnɪ - ʃən
admonitions  æd - mə - ˈnɪ - ʃənz
adnan  ˈæd - nən
adney  ˈæd - ni
ado  ə - ˈdu
adobe  ə - ˈdoʊ - bi
adobe's  ə - ˈdoʊ - biz
adolescence  æ - də - ˈlɛ - səns
adolescence(2)  æ - doʊ - ˈlɛ - səns
adolescent  æ - də - ˈlɛ - sənt
adolescent(2)  æ - doʊ - ˈlɛ - sənt
adolescents  æ - də - ˈlɛ - sənts
adolescents(2)  æ - doʊ - ˈlɛ - sənts
adolf  ˈeɪ - dɑlf
adolf's  ˈeɪ - dɑlfs
adolfo  ə - ˈdɑl - foʊ
adolph  ˈeɪ - dɔlf
adolpha  ɑ - ˈdoʊl - fə
adolphson  ˈæ - doʊlf - sən
adon  ɑ - ˈdɔn
adonia  ɑ - ˈdoʊ - ni - ə
adopt  ə - ˈdɑpt
adoptable  ə - ˈdɑp - tə - bəl
adopted  ə - ˈdɑp - təd
adoptee  ə - ˈdɑp - ˈti
adoptees  ə - ˈdɑp - ˈtiz
adopting  ə - ˈdɑp - tɪŋ
adoption  ə - ˈdɑp - ʃən
adoptions  ə - ˈdɑp - ʃənz
adoptive  ə - ˈdɑp - tɪv
adopts  ə - ˈdɑpts
ador  ɑ - ˈdɔr
adora  ɑ - ˈdɔ - rə
adorabelle  ˈæ - dɚ - ə - bəl
adorable  ə - ˈdɔ - rə - bəl
adoration  æ - dɚ - ˈeɪ - ʃən
adore  ə - ˈdɔr
adored  ə - ˈdɔrd
adoree  æ - dɚ - ˈi
adores  ə - ˈdɔrz
adoring  ə - ˈdɔ - rɪŋ
adorn  ə - ˈdɔrn
adorna  ɑ - ˈdɔr - nə
adorned  ə - ˈdɔrnd
